k,sil,db,ch,inertia
2,0.03049792624970047,7.7094840103667615,333.3386172694085,18612.8
3,0.0068017581315759305,12.137595246233841,139.24554026629283,18663.1
4,0.013078448917326313,10.608387882908003,153.49818018151035,18497.1
5,0.01229077866181418,8.558722705160738,159.40032277532055,18338.3
6,0.004057081585964897,8.628912410867573,132.8569097521576,18314.5
7,0.012766779642357121,8.31206781410618,176.6477455489206,17970.4
8,0.014214825945763468,7.292008729716569,174.93459577811097,17830.9
9,-0.0023445885076949446,7.248456478696549,159.35196519734217,17788.7
10,-0.0058731147430125235,6.863062757459639,160.85612170350518,17645.1
11,0.00715988357728379,7.26308932452655,149.19447723558866,17608.7
12,0.005911932194564138,6.865583920745088,148.55609426147868,17492.9
13,0.0028885864733356735,6.447989516607027,146.3243602005877,17394.9
14,-0.009985392891220786,5.401935362877225,159.5338731921806,17144.0
15,-0.005574947436591867,5.252154947812397,153.50577257382915,17085.7
16,-0.0020917579674882194,5.079494253545409,153.61739506999317,16966.7
17,-0.0054901695882040285,5.201492802750604,147.12518654704198,16928.8
18,-0.0009949133758599845,4.816849754664151,151.6424481660313,16760.7
19,0.00041551338249324975,4.836508892524764,152.1998967111223,16641.3
20,-0.005969700816233945,4.598447970642165,150.98644440599585,16547.2
25,0.0018380717128223577,4.347049902520255,140.52088711540125,16189.6
30,0.008746775851387865,3.7402292837760367,146.17283359187644,15609.6
40,0.009246575476276206,3.579507022082423,133.39850291005263,15010.5
50,0.03587855786031184,3.0450345441289914,137.9937006313632,14132.9
60,0.006861716221839552,2.81712232571907,129.50674604327207,13680.7
