k,sil,db,ch,inertia
2,0.003690872574225068,8.049271270463635,18.729153604633257,19839.7
3,0.0051233782432973385,7.550165187954683,15.800851761362287,19792.5
4,0.005689346231520176,7.241727016330451,13.13364454122713,19759.0
5,0.007192006800323725,8.142864351054348,13.82887647708006,19703.3
6,0.007627064362168312,7.594280420871757,12.246970645044325,19684.6
7,0.005123582668602467,6.407473970242497,12.868037341332284,19614.8
8,0.0068963258527219296,6.52990166019942,12.618540537977117,19574.3
9,0.00820228923112154,6.5445804663657565,12.305158010424279,19538.7
10,0.009297532960772514,6.6533655982675155,11.946635023879992,19503.0
11,0.008286215364933014,6.763510897811738,11.553741456340257,19468.7
12,0.008563436567783356,6.67233950272117,10.923722234153983,19454.2
13,0.010056101717054844,6.529786777363889,11.086131286802436,19412.2
14,0.01232154667377472,6.909074042124272,10.451434588685776,19410.9
15,0.009906718507409096,6.506123688557682,10.198025451694225,19379.6
16,0.015959693118929863,6.458141594089195,10.468848084307384,19335.6
17,0.013510828837752342,6.864516379082985,10.37973529940623,19305.3
18,0.01413710042834282,6.433075476500152,9.997327409628467,19282.6
19,0.015370376408100128,6.531279901148551,9.694969331863845,19266.9
20,0.015112355351448059,6.380288105384173,9.678752906046745,19242.6
25,0.01837775856256485,6.524641791480885,9.100598831423671,19115.6
30,0.022453293204307556,6.138847535992526,8.87059788515734,18999.2
40,0.02830282598733902,5.680250351685524,8.197749327434138,18786.7
50,0.03197420388460159,5.436433711247352,7.665330000948351,18603.9
60,0.03378453478217125,5.269428912811889,7.277836560684042,18459.9
